Country,Initials,Host,Year,Result,Last opponent,Remarks,Goals_scored,Goals_conceded,Matches,Wins,Draws,Losses,Win percentage,Coach
Spain,ESP,France,1998,Group stage,Bulgaria,Eliminated in the group stages,8,4,3,1,1,1,33.33,CLEMENTE Javier (ESP)
Spain,ESP,Korea/Japan,2002,Quarter-finals,Korea Republic,Eliminated by Korea Republic,10,5,5,4,0,1,80.0,CAMACHO Jose Antonio (ESP)
Spain,ESP,Germany,2006,Round of 16,France,Eliminated by France,9,4,4,3,0,1,75.0,ARAGONES Luis (ESP)
Spain,ESP,South Africa,2010,Champions,Netherlands,Beaten Netherlands to become champions,8,2,7,6,0,1,85.71,DEL BOSQUE Vicente (ESP)
Spain,ESP,Brazil,2014,Group stage,Australia,Eliminated in the group stages,4,7,3,1,0,2,33.33,DEL BOSQUE Vicente (ESP)
Sweden,SWE,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Italy,1934,Quarter-finals,Germany,Eliminated by Germany,4,4,2,1,0,1,50.0,NAGY Joszef (HUN)
Sweden,SWE,France,1938,Fourth place,Brazil,Finished 4th behind Brazil,11,9,3,1,0,2,33.33,NAGY Joszef (HUN)
Sweden,SWE,Brazil,1950,Group stage,Spain,Eliminated in the group stages,11,15,5,2,1,2,40.0,RAYNOR George (ENG)
Sweden,SWE,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Sweden,1958,Runners-up,Brazil,Lost the final to Brazil,12,7,6,4,1,1,66.67,RAYNOR George (ENG)
Sweden,SWE,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Mexico,1970,Group stage,Uruguay,Eliminated in the group stages,2,2,3,1,1,1,33.33,BERGMARK Orvar (SWE)
Sweden,SWE,Germany,1974,Group stage,Yugoslavia,Eliminated in the group stages,7,6,6,2,2,2,33.33,ERICSON Georg (SWE)
Sweden,SWE,Argentina,1978,Group stage,Spain,Eliminated in the group stages,1,3,3,0,1,2,0.0,ERICSON Georg (SWE)
Sweden,SWE,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Italy,1990,Group stage,Costa Rica,Eliminated in the group stages,3,6,3,0,0,3,0.0,NORDIN Olle (SWE)
Sweden,SWE,USA,1994,Third place,Bulgaria,Beaten Bulgaria to finish 3rd,15,8,7,4,2,1,57.14,SVENSSON Tommy (SWE)
Sweden,SWE,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Korea/Japan,2002,Round of 16,Senegal,Eliminated by Senegal,5,5,4,1,2,1,25.0,SODERBERG Tommy (SWE)
Sweden,SWE,Germany,2006,Round of 16,Germany,Eliminated by Germany,3,4,4,1,2,1,25.0,Lars LAGERB�CK (SWE)
Sweden,SWE,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Sweden,SWE,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Italy,1934,Quarter-finals,Czechoslovakia,Eliminated by Czechoslovakia,5,5,2,1,0,1,50.0,MUELLER Henry (SUI)
Switzerland,SUI,France,1938,Quarter-finals,Hungary,Eliminated by Hungary,5,5,3,1,1,1,33.33,RAPPAN Karl (AUT)
Switzerland,SUI,Brazil,1950,Group stage,Mexico,Eliminated in the group stages,4,6,3,1,1,1,33.33,ANDREOLI Franco (SUI)
Switzerland,SUI,Switzerland,1954,Quarter-finals,Austria,Eliminated by Austria,11,11,4,2,0,2,50.0,RAPPAN Karl (AUT)
Switzerland,SUI,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Chile,1962,Group stage,Italy,Eliminated in the group stages,2,8,3,0,0,3,0.0,RAPPAN Karl (AUT)
Switzerland,SUI,England,1966,Group stage,Argentina,Eliminated in the group stages,1,9,3,0,0,3,0.0,FONI Alfredo (ITA)
Switzerland,SUI,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,USA,1994,Round of 16,Spain,Eliminated by Spain,5,7,4,1,1,2,25.0,Roy HODGSON (ENG)
Switzerland,SUI,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Switzerland,SUI,Germany,2006,Round of 16,Ukraine,Eliminated by Ukraine,4,0,4,2,1,1,50.0,KUHN Koebi (SUI)
Switzerland,SUI,South Africa,2010,Group stage,Honduras,Eliminated in the group stages,1,1,3,1,1,1,33.33,HITZFELD Ottmar (GER)
Switzerland,SUI,Brazil,2014,Round of 16,Argentina,Eliminated by Argentina,7,7,4,2,0,2,50.0,HITZFELD Ottmar (GER)
Togo,TOG,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Germany,2006,Group stage,France,Eliminated in the group stages,1,6,3,0,0,3,0.0,PFISTER Otto (GER)
Togo,TOG,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Togo,TOG,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Germany,2006,Group stage,Paraguay,Eliminated in the group stages,0,4,3,0,1,2,0.0,BEENHAKKER Leo (NED)
Trinidad and Tobago,TRI,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Trinidad and Tobago,TRI,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Argentina,1978,Group stage,Germany,Eliminated in the group stages,3,2,3,1,1,1,33.33,CHETALI Abdelmajid (TUN)
Tunisia,TUN,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,France,1998,Group stage,Romania,Eliminated in the group stages,1,4,3,0,1,2,0.0,KASPERCZAK Henryk (POL)
Tunisia,TUN,Korea/Japan,2002,Group stage,Japan,Eliminated in the group stages,1,5,3,0,1,2,0.0,SOUAYAH Ammar (TUN)
Tunisia,TUN,Germany,2006,Group stage,Ukraine,Eliminated in the group stages,3,6,3,0,1,2,0.0,LEMERRE Roger (FRA)
Tunisia,TUN,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Tunisia,TUN,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Switzerland,1954,Group stage,Germany,Eliminated in the group stages,10,11,3,1,0,2,33.33,PUPPO Sandro (ITA)
Turkey,TUR,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Korea/Japan,2002,Third place,Korea Republic,Beaten Korea Republic to finish 3rd,10,6,7,4,1,2,57.14,GUNES Senol (TUR)
Turkey,TUR,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Turkey,TUR,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Uruguay,1930,Fourth place,Argentina,Reached the Semifinal,7,6,3,2,0,1,66.67,MILLAR Bob (USA)
USA,USA,Italy,1934,Preliminary round,Italy,Eliminated by Italy,1,7,1,0,0,1,0.0,GOULD David (USA)
USA,USA,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Brazil,1950,Group stage,Chile,Eliminated in the group stages,4,8,3,1,0,2,33.33,JEFFREY Bill (SCO)
USA,USA,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
USA,USA,Italy,1990,Group stage,Austria,Eliminated in the group stages,2,8,3,0,0,3,0.0,GANSLER Bob (USA)
USA,USA,USA,1994,Round of 16,Brazil,Eliminated by Brazil,3,4,4,1,1,2,25.0,MILUTINOVIC Bora (YUG)
USA,USA,France,1998,Group stage,Yugoslavia,Eliminated in the group stages,1,5,3,0,0,3,0.0,SAMPSON Steve (USA)
USA,USA,Korea/Japan,2002,Quarter-finals,Germany,Eliminated by Germany,7,7,5,2,1,2,40.0,ARENA Bruce (USA)
USA,USA,Germany,2006,Group stage,Ghana,Eliminated in the group stages,2,6,3,0,1,2,0.0,ARENA Bruce (USA)
USA,USA,South Africa,2010,Round of 16,Ghana,Eliminated by Ghana,5,5,4,1,2,1,25.0,Bob BRADLEY (USA)
USA,USA,Brazil,2014,Round of 16,Belgium,Eliminated by Belgium,5,6,4,1,1,2,25.0,KLINSMANN Juergen (GER)
Ukraine,UKR,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Germany,2006,Quarter-finals,Italy,Eliminated by Italy,5,7,5,3,0,2,60.0,BLOKHIN Oleg (UKR)
Ukraine,UKR,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Ukraine,UKR,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Italy,1990,Group stage,Yugoslavia,Eliminated in the group stages,2,11,3,0,0,3,0.0,PARREIRA Carlos Alberto (BRA)
United Arab Emirates,UAE,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
United Arab Emirates,UAE,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,Uruguay,1930,Champions,Argentina,Beaten Argentina to become champions,15,3,4,4,0,0,100.0,SUPPICI Alberto (URU)
Uruguay,URU,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,Brazil,1950,Group stage,Brazil,Eliminated in the group stages,15,5,4,3,1,0,75.0,LOPEZ Juan (URU)
Uruguay,URU,Switzerland,1954,Fourth place,Austria,Finished 4th behind Austria,16,9,5,3,0,2,60.0,LOPEZ Juan (URU)
Uruguay,URU,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,Chile,1962,Group stage,Soviet Union,Eliminated in the group stages,4,6,3,1,0,2,33.33,CORAZZO Juan Carlos (URU)
Uruguay,URU,England,1966,Quarter-finals,Germany,Eliminated by Germany,2,5,4,1,2,1,25.0,VIERA Ondino (URU)
Uruguay,URU,Mexico,1970,Fourth place,Germany,Finished 4th behind Germany,4,5,6,2,1,3,33.33,HOHBERG Juan (URU)
Uruguay,URU,Germany,1974,Group stage,Sweden,Eliminated in the group stages,1,6,3,0,1,2,0.0,PORTA Roberto (URU)
Uruguay,URU,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,Mexico,1986,Round of 16,Argentina,Eliminated by Argentina,2,8,4,0,2,2,0.0,BORRAS Omar (URU)
Uruguay,URU,Italy,1990,Round of 16,Italy,Eliminated by Italy,2,5,4,1,1,2,25.0,TABAREZ Oscar (URU)
Uruguay,URU,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,Korea/Japan,2002,Group stage,Senegal,Eliminated in the group stages,4,5,3,0,2,1,0.0,PUA Victor (URU)
Uruguay,URU,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Uruguay,URU,South Africa,2010,Fourth place,Germany,Finished 4th behind Germany,11,8,7,4,1,2,57.14,TABAREZ Oscar (URU)
Uruguay,URU,Brazil,2014,Round of 16,Colombia,Eliminated by Colombia,4,6,4,2,0,2,50.0,TABAREZ Oscar (URU)
Wales,WAL,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Sweden,1958,Quarter-finals,Brazil,Eliminated by Brazil,4,4,5,1,3,1,20.0,MURPHY James (WAL)
Wales,WAL,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Germany,1974,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Wales,WAL,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Uruguay,1930,Fourth place,Uruguay,Reached the Semifinal,7,7,3,2,0,1,66.67,SIMONOVIC Bosko (YUG)
Yugoslavia,YUG,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Brazil,1950,Group stage,Brazil,Eliminated in the group stages,7,3,3,2,0,1,66.67,ARSENIJEVIC Milorad (YUG)
Yugoslavia,YUG,Switzerland,1954,Quarter-finals,Germany,Eliminated by Germany,2,3,3,1,1,1,33.33,TIRNANIC Aleksandar (YUG)
Yugoslavia,YUG,Sweden,1958,Quarter-finals,Germany,Eliminated by Germany,7,7,4,1,2,1,25.0,TIRNANIC Aleksandar (YUG)
Yugoslavia,YUG,Chile,1962,Fourth place,Chile,Finished 4th behind Chile,10,7,6,3,0,3,50.0,LOVRIC Ljubomir (YUG)
Yugoslavia,YUG,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Germany,1974,Group stage,Sweden,Eliminated in the group stages,12,7,6,1,2,3,16.67,MILJANIC Miljan (SRB)
Yugoslavia,YUG,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Spain,1982,Group stage,Honduras,Eliminated in the group stages,2,2,3,1,1,1,33.33,MILJANIC Miljan (SRB)
Yugoslavia,YUG,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Italy,1990,Quarter-finals,Argentina,Eliminated by Argentina,8,6,5,3,0,2,60.0,OSIM Ivica (BIH)
Yugoslavia,YUG,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,France,1998,Round of 16,Netherlands,Eliminated by Netherlands,5,4,4,2,1,1,50.0,SANTRAC Slobodan (SRB)
Yugoslavia,YUG,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Yugoslavia,YUG,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Uruguay,1930,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Italy,1934,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,France,1938,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Brazil,1950,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Switzerland,1954,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Sweden,1958,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Chile,1962,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,England,1966,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Mexico,1970,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Germany,1974,Group stage,Brazil,Eliminated in the group stages,0,14,3,0,0,3,0.0,VIDINIC Blagoje (YUG)
Zaire,ZAI,Argentina,1978,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Spain,1982,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Mexico,1986,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Italy,1990,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,USA,1994,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,France,1998,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Korea/Japan,2002,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Germany,2006,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,South Africa,2010,Not qualified,,Did not qualify for the tournament,,,,,,,,
Zaire,ZAI,Brazil,2014,Not qualified,,Did not qualify for the tournament,,,,,,,,
